SKU,Description,CriticalCode,CriticalCodeDescription,CommodityCode,CommodityCodeDescription,InventoryClassCode,InventoryClassCodeDescription,StockDiscount,DNPTimiAgoras,TimiLianikis,PosotitaPoliseon
ER262748          ,Washer                     ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,2.03,4.9329,0
ER262928          ,Washer                     ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,2,4.86,0
ER263146          ,Screw                      ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,2.22,5.3946,0
ER263147          ,Spring Pin                 ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.8,1.944,0
ER263149          ,Spring Pin                 ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.3,0.729,0
ER263153          ,Screw                      ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,0.56,1.3608,0
F1791R            ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,1.56,3.7908,3
F2380R            ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,0.64,1.5552,8
F7112524HBK       ,_______,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,0.98,2.3814,0
FG0033477         ,______,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,3.88,9.4284,1
FG0035820         ,______,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,5.92,14.3856,1
FG6150260         ,Screw                      ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.08,0.1944,2
FG6340257         ,Nut                        ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,5.84,14.1912,0
FH312156          ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",E,3%(Class A+B+C+D+E=100%ofparts,Y,1.01,2.4543,12
FH312289          ,Flange Nut                 ,21,Hardware,575,"Hardware, bolts & cap screws",C,20%(Class A+B+C=90% of parts),Y,1.41,3.4263,0
FH313555          ,_____,21,Hardware,351,Mower/conditioner,A,Reserved for weekly deliv(50%),Y,2.47,6.0021,0
GX24488           ,Screw                      ,21,Hardware,   , ,I,New parts,Y,0.56,1.3608,0
H103167           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,5.31,12.9033,0
H104418           ,Nut                        ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,1.03,2.5029,0
H110168           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",B,20%(Class A +B=70 % of parts),Y,3.91,9.5013,0
H118919           ,Lock Washer                ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,3.28,7.9704,0
H118920           ,Lock Washer                ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,1.3,3.159,0
H123995           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",D,7%(Class A+B+C+D=97% of parts),Y,0.62,1.5066,0
H125890           ,Screw                      ,21,Hardware,576,"Hardware, nuts & washers",D,7%(Class A+B+C+D=97% of parts),Y,0.35,0.8505,0
H125891           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",C,20%(Class A+B+C=90% of parts),Y,0.42,1.0206,0
H125892           ,Nut                        ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,0.09,0.2187,0
H127037           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",E,3%(Class A+B+C+D+E=100%ofparts,Y,0.49,1.1907,25
H129854           ,Nut                        ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,26.25,63.7875,0
H132922           ,Cotter Pin                 ,21,Hardware,577,"Hardware, pins",D,7%(Class A+B+C+D=97% of parts),Y,0.14,0.3402,0
H134601           ,_____,21,Hardware,395,"Other, cotton picker",C,20%(Class A+B+C=90% of parts),Y,10.13,24.6159,68
H135213           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",D,7%(Class A+B+C+D=97% of parts),Y,0.32,0.7776,1
H135891           ,Lock Nut                   ,21,Hardware,133,Other (TURF),B,20%(Class A +B=70 % of parts),Y,0.68,1.6524,4
H137203           ,_____,21,Hardware,575,"Hardware, bolts & cap screws",C,20%(Class A+B+C=90% of parts),Y,4.32,10.4976,0
H137328           ,Lock Nut                   ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,0.49,1.1907,0
H137329           ,Lock Nut                   ,21,Hardware,133,Other (TURF),A,Reserved for weekly deliv(50%),Y,0.9,2.187,0
H138435           ,Set Screw                  ,21,Hardware,665,Golf & turf service parts,C,20%(Class A+B+C=90% of parts),Y,1.95,4.7385,0
H139098           ,_____,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,1.09,2.6487,0
H145773           ,____ _________,21,Hardware,385,"Other, combine",B,20%(Class A +B=70 % of parts),Y,1.07,2.6001,75
H146457           ,________,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,0.68,1.6524,56
H147486           ,Cotter Pin                 ,21,Hardware,577,"Hardware, pins",D,7%(Class A+B+C+D=97% of parts),Y,0.28,0.6804,0
H149361           ,Lock Nut                   ,21,Hardware,385,"Other, combine",B,20%(Class A +B=70 % of parts),Y,2.1,5.103,1
H154928           ,_____,21,Hardware,575,"Hardware, bolts & cap screws",B,20%(Class A +B=70 % of parts),Y,1.9,4.617,8
H154929           ,_____,21,Hardware,575,"Hardware, bolts & cap screws",B,20%(Class A +B=70 % of parts),Y,8.98,21.8214,2
H156580           ,Set Screw                  ,21,Hardware,575,"Hardware, bolts & cap screws",B,20%(Class A +B=70 % of parts),Y,2.16,5.2488,0
H159104           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,0.31,0.7533,0
H163726           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,3.83,9.3069,0
H164794           ,Washer                     ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,7.77,18.8811,2
H165447           ,Lock Nut                   ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,4.12,10.0116,0
H167311           ,Cotter Pin                 ,21,Hardware,577,"Hardware, pins",E,3%(Class A+B+C+D+E=100%ofparts,Y,0.32,0.7776,0
H168563           ,____ ________ _________,21,Hardware,575,"Hardware, bolts & cap screws",C,20%(Class A+B+C=90% of parts),Y,0.82,1.9926,15
H168564           ,____ _____ _________,21,Hardware,575,"Hardware, bolts & cap screws",C,20%(Class A+B+C=90% of parts),Y,0.75,1.8225,30
H169568           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",B,20%(Class A +B=70 % of parts),Y,1.02,2.4786,0
H169634           ,Nut                        ,21,Hardware,576,"Hardware, nuts & washers",D,7%(Class A+B+C+D=97% of parts),Y,0.56,1.3608,0
H170722           ,Nut                        ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,0.51,1.2393,30
H174464           ,Screw                      ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,0.37,0.8991,0
H175609           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",B,20%(Class A +B=70 % of parts),Y,3.24,7.8732,0
H177749           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,3.16,7.6788,0
H201027           ,_______ ___ __ ________,21,Hardware,380,"Platform & draper parts, combi",B,20%(Class A +B=70 % of parts),Y,0.94,2.2842,14
H202073           ,_____,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,3.26,7.9218,2
H203959           ,_____,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,8.14,19.7802,2
H20551            ,Lock Washer                ,21,Hardware,576,"Hardware, nuts & washers",D,7%(Class A+B+C+D=97% of parts),Y,0.85,2.0655,1
H207542           ,______ _______,21,Hardware,380,"Platform & draper parts, combi",A,Reserved for weekly deliv(50%),Y,0.19,0.4617,1130
H208187           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",D,7%(Class A+B+C+D=97% of parts),Y,1.57,3.8151,0
H210201           ,Screw                      ,21,Hardware,385,"Other, combine",B,20%(Class A +B=70 % of parts),Y,4.72,11.4696,9
H212608           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",C,20%(Class A+B+C=90% of parts),Y,13.88,33.7284,10
H21870            ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",E,3%(Class A+B+C+D+E=100%ofparts,Y,3.13,7.6059,0
H236594           ,Screw                      ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,0.79,1.9197,0
H23823            ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,0.21,0.5103,0
H26893            ,Lock Nut                   ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,2.34,5.6862,7
H33463            ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,1.45,3.5235,4
H33513            ,Nut                        ,21,Hardware,576,"Hardware, nuts & washers",E,3%(Class A+B+C+D+E=100%ofparts,Y,0.65,1.5795,0
H34753            ,Lock Nut                   ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,2.17,5.2731,1
H64036            ,_____,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,1.56,3.7908,0
H77638            ,Wheel Bolt                 ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,2.95,7.1685,2
H80335            ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",E,3%(Class A+B+C+D+E=100%ofparts,Y,0.88,2.1384,2
H82232            ,Washer                     ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,1.03,2.5029,0
H82619            ,Lock Nut                   ,21,Hardware,395,"Other, cotton picker",D,7%(Class A+B+C+D=97% of parts),Y,3.56,8.6508,0
H86161            ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",C,20%(Class A+B+C=90% of parts),Y,4.08,9.9144,4
H86918            ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",C,20%(Class A+B+C=90% of parts),Y,0.49,1.1907,25
H88188            ,Screw                      ,21,Hardware,123,Hardware (TURF),D,7%(Class A+B+C+D=97% of parts),Y,0.66,1.6038,1
H96227            ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",D,7%(Class A+B+C+D=97% of parts),Y,1.14,2.7702,0
H99923            ,Lock Nut                   ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,0.56,1.3608,1
J13155            ,Nut                        ,21,Hardware,576,"Hardware, nuts & washers",D,7%(Class A+B+C+D=97% of parts),Y,2.03,4.9329,0
JD10435           ,Washer                     ,21,Hardware,920,Bearings,B,20%(Class A +B=70 % of parts),Y,0.55,1.3365,0
JD16              ,Wheel Bolt                 ,21,Hardware,310,Planter parts,C,20%(Class A+B+C=90% of parts),Y,1.21,2.9403,0
JD21              ,Wheel Bolt                 ,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,1.3,3.159,25
JD27              ,Screw                      ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,1.07,2.6001,0
JD7758            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,E,3%(Class A+B+C+D+E=100%ofparts,Y,2.21,5.3703,0
JD7759            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.47,1.1421,10
JD7760            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.54,1.3122,10
JD7788            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.56,1.3608,5
JD7797            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.28,0.6804,2
JD7798            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,D,7%(Class A+B+C+D=97% of parts),Y,0.83,2.0169,20
JD7799            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.66,1.6038,0
JD7806            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.64,1.5552,0
JD7842            ,Lubrication Fitting        ,21,Hardware,04A,Grease guns & grease fittings,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.29,0.7047,0
JD7844            ,Lubrication Fitting        ,21,Hardware,521,"Fittings, hydraulic",D,7%(Class A+B+C+D=97% of parts),Y,0.54,1.3122,1
K40002            ,Lock Nut                   ,21,Hardware,731,"Edges, loader, four-wheel driv",B,20%(Class A +B=70 % of parts),Y,0.39,0.9477,0
K40003            ,Lock Nut                   ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,0.49,1.1907,0
K40014            ,Lock Nut                   ,21,Hardware,731,"Edges, loader, four-wheel driv",B,20%(Class A +B=70 % of parts),Y,0.91,2.2113,0
K40015            ,Lock Nut                   ,21,Hardware,731,"Edges, loader, four-wheel driv",B,20%(Class A +B=70 % of parts),Y,1.51,3.6693,0
K40016            ,Lock Nut                   ,21,Hardware,731,"Edges, loader, four-wheel driv",B,20%(Class A +B=70 % of parts),Y,2.03,4.9329,0
K40018            ,Lock Nut                   ,21,Hardware,576,"Hardware, nuts & washers",D,7%(Class A+B+C+D=97% of parts),Y,2.84,6.9012,0
L100271           ,Set Screw                  ,21,Hardware,523,"Hydraulics, tractor",D,7%(Class A+B+C+D=97% of parts),Y,1.11,2.6973,0
L100436           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,0.48,1.1664,1
L100592           ,Washer                     ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,0.5,1.215,0
L100741           ,Rivet                      ,21,Hardware,573,Rivets,B,20%(Class A +B=70 % of parts),Y,0.61,1.4823,0
L100803           ,Push Nut                   ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,0.39,0.9477,0
L101608           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,0.56,1.3608,0
L101912           ,Set Screw                  ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,0.34,0.8262,0
L102138           ,Nut                        ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.56,1.3608,4
L102357           ,Nut                        ,21,Hardware,443,"Cab, tractor",A,Reserved for weekly deliv(50%),Y,0.63,1.5309,0
L102363           ,Screw                      ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.46,1.1178,10
L110092           ,Washer                     ,21,Hardware,444,Transmission,B,20%(Class A +B=70 % of parts),Y,0.94,2.2842,0
L110132           ,Washer                     ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,1.06,2.5758,1
L110367           ,______,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,1.39,3.3777,10
L110418           ,Washer                     ,21,Hardware,442,"Axle parts, tractor",C,20%(Class A+B+C=90% of parts),Y,7.9,19.197,6
L110898           ,Rivet                      ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.72,1.7496,20
L110901           ,_____,21,Hardware,524,"Wheels & tires, tractor",C,20%(Class A+B+C=90% of parts),Y,16.85,40.9455,0
L110930           ,Washer                     ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,0.7,1.701,1
L111103           ,Washer                     ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.24,0.5832,0
L111480           ,Push Nut                   ,21,Hardware,443,"Cab, tractor",B,20%(Class A +B=70 % of parts),Y,0.63,1.5309,0
L111648           ,Nut                        ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,0.73,1.7739,0
L111650           ,Washer                     ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,3.85,9.3555,0
L111881           ,Nut                        ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,0.46,1.1178,10
L112112           ,Wheel Bolt                 ,21,Hardware,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,7.19,17.4717,1
L112211           ,Washer                     ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,6.57,15.9651,0
L112690           ,Washer                     ,21,Hardware,444,Transmission,B,20%(Class A +B=70 % of parts),Y,0.37,0.8991,0
L112797           ,_____,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.62,1.5066,5
L112914           ,Washer                     ,21,Hardware,443,"Cab, tractor",C,20%(Class A+B+C=90% of parts),Y,0.23,0.5589,0
L113218           ,Nut                        ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,0.46,1.1178,0
L113409           ,_____,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,2.48,6.0264,0
L113543           ,Screw                      ,21,Hardware,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,0.87,2.1141,0
L113738           ,Washer                     ,21,Hardware,442,"Axle parts, tractor",C,20%(Class A+B+C=90% of parts),Y,1.16,2.8188,0
L113893           ,Screw                      ,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,6.09,14.7987,0
L113979           ,Lock Nut                   ,21,Hardware,442,"Axle parts, tractor",B,20%(Class A +B=70 % of parts),Y,2.41,5.8563,0
L113993           ,Nut                        ,21,Hardware,577,"Hardware, pins",C,20%(Class A+B+C=90% of parts),Y,0.73,1.7739,2
L114080           ,Screw                      ,21,Hardware,447,"Other, tractor",A,Reserved for weekly deliv(50%),Y,4.73,11.4939,28
L114316           ,Lock Washer                ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,0.42,1.0206,4
L114511           ,Push Nut                   ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,0.53,1.2879,1
L115057           ,Washer                     ,21,Hardware,447,"Other, tractor",D,7%(Class A+B+C+D=97% of parts),Y,0.55,1.3365,0
L115093           ,Spring Pin                 ,21,Hardware,487,"Drives, combine",B,20%(Class A +B=70 % of parts),Y,0.24,0.5832,0
L115283           ,Push Nut                   ,21,Hardware,443,"Cab, tractor",C,20%(Class A+B+C=90% of parts),Y,0.56,1.3608,1
L115292           ,_____,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,0.69,1.6767,0
L115344           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,0.44,1.0692,3
L115345           ,_____,21,Hardware,524,"Wheels & tires, tractor",A,Reserved for weekly deliv(50%),Y,6.87,16.6941,1
L115418           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,0.56,1.3608,20
L116170           ,Screw                      ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,4,9.72,0
L116259           ,Lock Nut                   ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,12.91,31.3713,0
L116639           ,Washer                     ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,2.56,6.2208,0
L116644           ,Washer                     ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,1.57,3.8151,0
L12491            ,Spring Locking Pin         ,21,Hardware,524,"Wheels & tires, tractor",B,20%(Class A +B=70 % of parts),Y,1.16,2.8188,1
L150075           ,Lock Washer                ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,1.84,4.4712,1
L150257           ,Push Nut                   ,21,Hardware,443,"Cab, tractor",B,20%(Class A +B=70 % of parts),Y,0.63,1.5309,0
L150648           ,Wheel Bolt                 ,21,Hardware,444,Transmission,B,20%(Class A +B=70 % of parts),Y,10.4,25.272,3
L151020           ,Screw                      ,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,0.39,0.9477,2
L151549           ,Nut                        ,21,Hardware,442,"Axle parts, tractor",C,20%(Class A+B+C=90% of parts),Y,21.82,53.0226,0
L151945           ,Screw                      ,21,Hardware,447,"Other, tractor",C,20%(Class A+B+C=90% of parts),Y,1.08,2.6244,0
L151946           ,Screw                      ,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,2.75,6.6825,0
L151980           ,Lock Nut                   ,21,Hardware,425,"Electrical parts, tractor",B,20%(Class A +B=70 % of parts),Y,0.39,0.9477,0
L151986           ,_____,21,Hardware,327,Telehandler-Cameco,C,20%(Class A+B+C=90% of parts),Y,4.31,10.4733,0
L152434           ,Washer                     ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,7.9,19.197,0
L152520           ,Screw                      ,21,Hardware,524,"Wheels & tires, tractor",B,20%(Class A +B=70 % of parts),Y,7.47,18.1521,0
L152521           ,_____,21,Hardware,524,"Wheels & tires, tractor",A,Reserved for weekly deliv(50%),Y,4.41,10.7163,11
L153130           ,Screw                      ,21,Hardware,575,"Hardware, bolts & cap screws",B,20%(Class A +B=70 % of parts),Y,1.32,3.2076,0
L153131           ,Screw                      ,21,Hardware,425,"Electrical parts, tractor",C,20%(Class A+B+C=90% of parts),Y,1.66,4.0338,2
L153456           ,_____,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,6.6,16.038,3
L153588           ,_____,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,4.73,11.4939,24
L154067           ,________,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.51,1.2393,18
L154592           ,Wheel Bolt                 ,21,Hardware,444,Transmission,A,Reserved for weekly deliv(50%),Y,9.21,22.3803,8
L154593           ,_____,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,3.26,7.9218,18
L155148           ,Washer                     ,21,Hardware,523,"Hydraulics, tractor",D,7%(Class A+B+C+D=97% of parts),Y,1.02,2.4786,0
L155414           ,______,21,Hardware,443,"Cab, tractor",B,20%(Class A +B=70 % of parts),Y,1.39,3.3777,12
L155444           ,____,21,Hardware,443,"Cab, tractor",B,20%(Class A +B=70 % of parts),Y,0.79,1.9197,4
L155576           ,Nut                        ,21,Hardware,123,Hardware (TURF),B,20%(Class A +B=70 % of parts),Y,0.56,1.3608,0
L155694           ,Cap Screw                  ,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,7.82,19.0026,0
L156186           ,Socket Head Screw          ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,10.32,25.0776,0
L156442           ,Cap Screw                  ,21,Hardware,524,"Wheels & tires, tractor",B,20%(Class A +B=70 % of parts),Y,3.09,7.5087,0
L156498           ,Nut                        ,21,Hardware,524,"Wheels & tires, tractor",C,20%(Class A+B+C=90% of parts),Y,4.3,10.449,0
L156688           ,Nut                        ,21,Hardware,576,"Hardware, nuts & washers",B,20%(Class A +B=70 % of parts),Y,1,2.43,4
L156892           ,_____,21,Hardware,442,"Axle parts, tractor",C,20%(Class A+B+C=90% of parts),Y,1.81,4.3983,12
L157372           ,Screw                      ,21,Hardware,443,"Cab, tractor",B,20%(Class A +B=70 % of parts),Y,0.62,1.5066,0
L157400           ,Washer                     ,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,12.07,29.3301,0
L157475           ,Nut                        ,21,Hardware,443,"Cab, tractor",C,20%(Class A+B+C=90% of parts),Y,0.56,1.3608,1
L158448           ,Rivet                      ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.38,0.9234,0
L158822           ,Nut                        ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,2.41,5.8563,0
L159256           ,____,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,1.11,2.6973,3
L159316           ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,0.42,1.0206,14
L165871           ,______,21,Hardware,523,"Hydraulics, tractor",C,20%(Class A+B+C=90% of parts),Y,0.74,1.7982,2
L166480           ,Nut                        ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,2.12,5.1516,2
L166508           ,Rivet                      ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,0.38,0.9234,0
L166731           ,Screw                      ,21,Hardware,524,"Wheels & tires, tractor",B,20%(Class A +B=70 % of parts),Y,2.02,4.9086,4
L167146           ,Washer                     ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,4.14,10.0602,8
L167203           ,Cap Screw                  ,21,Hardware,444,Transmission,B,20%(Class A +B=70 % of parts),Y,1.11,2.6973,0
L167749           ,Washer                     ,21,Hardware,447,"Other, tractor",C,20%(Class A+B+C=90% of parts),Y,0.75,1.8225,1
L168085           ,Nut                        ,21,Hardware,447,"Other, tractor",C,20%(Class A+B+C=90% of parts),Y,0.53,1.2879,0
L168204           ,Cap Screw                  ,21,Hardware,444,Transmission,B,20%(Class A +B=70 % of parts),Y,0.52,1.2636,0
L168497           ,Rivet                      ,21,Hardware,   , ,A,Reserved for weekly deliv(50%),Y,4.69,11.3967,18
L168731           ,Nut                        ,21,Hardware,443,"Cab, tractor",D,7%(Class A+B+C+D=97% of parts),Y,0.56,1.3608,0
L169203           ,Washer                     ,21,Hardware,   , ,C,20%(Class A+B+C=90% of parts),Y,1.09,2.6487,3
L169270           ,____,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.74,1.7982,8
L171231           ,Screw                      ,21,Hardware,   , ,B,20%(Class A +B=70 % of parts),Y,0.97,2.3571,3
L171642           ,Nut                        ,21,Hardware,442,"Axle parts, tractor",B,20%(Class A +B=70 % of parts),Y,6.56,15.9408,0
L171873           ,Cap Screw                  ,21,Hardware,442,"Axle parts, tractor",B,20%(Class A +B=70 % of parts),Y,0.9,2.187,0
L172599           ,____,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,2.03,4.9329,13
L172658           ,Pipe Plug                  ,21,Hardware,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,1.05,2.5515,0
L173614           ,Spring Locking Pin         ,21,Hardware,   , ,D,7%(Class A+B+C+D=97% of parts),Y,0.55,1.3365,1
L174118           ,Screw                      ,21,Hardware,443,"Cab, tractor",B,20%(Class A +B=70 % of parts),Y,0.59,1.4337,5
L174417           ,________ _____ ___� _______,21,Hardware,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,2.78,6.7554,10
L17658            ,Washer                     ,21,Hardware,576,"Hardware, nuts & washers",C,20%(Class A+B+C=90% of parts),Y,1.05,2.5515,28
L200226           ,Washer                     ,21,Hardware,443,"Cab, tractor",E,3%(Class A+B+C+D+E=100%ofparts,Y,0.79,1.9197,0
L20095            ,Washer                     ,21,Hardware,447,"Other, tractor",D,7%(Class A+B+C+D=97% of parts),Y,0.09,0.2187,8
L204848           ,Wheel Bolt                 ,21,Hardware,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,8.08,19.6344,2
L204849           ,________,21,Hardware,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,10.32,25.0776,0
L2282N            ,Nut                        ,21,Hardware,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,2.73,6.6339,0
